OBJECTID,School Name,Address,Address2,City,State,Zip,County,Contact Name,Title,Phone,Email / Contact Page,Institute Type Description,Institute Sub Type Description,Record Type Description,Community Type Description,District Type Description,School District Location,Institute ID,SED Code,x,y
2337,GEORGE JACKSON ACADEMY,104 ST MARKS PL, ,NEW YORK,NY,10009,NEW YORK,JAY UNDERWOOD,HEAD OF SCHOOL,2122286789,junderwood@georgejacksonacademy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 1,800000057294,310100999967,585758.288929033,4508964.06011059
2338,GILLEN BREWER SCHOOL,410 E 92ND ST, ,NEW YORK,NY,10128,NEW YORK,REBECCA SKINNER,PRINCIPAL,2128313667,rebecca@gillenbrewer.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047568,310200880425,588929.456681306,4514903.47101132
2339,LEMAN MANHATTAN PREPARATORY SCHOOL,41 BROAD ST, ,NEW YORK,NY,10004,NEW YORK,MARIA CASTELLUCCIO,ADMINISTRATOR,2122320266,m.castelluccio@lemanmanhattan.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000059002,310200995196,583520.909576124,4506552.12049609
2340,MONTESSORI SCHOOL OF SYRACUSE,155 WALDORF PKY, ,SYRACUSE,NY,13224,ONONDAGA,MARY LAWYER OCONNOR,PRINCIPAL,3154499033,msshead@gmail.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,JAMESVILLE-DEWITT CSD,800000040641,420411999490,409646.683010313,4764301.5737563
2341,CREATIVE ENVIRONMENT DAY SCHOOL,531 E GENESEE ST, ,FAYETTEVILLE,NY,13066,ONONDAGA,JOAN RAVEN,DIRECTOR,3156376071,ceds1@verizon.net,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,FAYETTEVILLE-MANLIUS CSD,800000040951,421001998802,418410.65214389,4764724.27238975
2342,CALVARY CHAPEL ACADEMY,1777 RT 332, ,FARMINGTON,NY,14425,ONTARIO,MARK LECKIE,PRINCIPAL,5853982218,mark.leckie@calvarychapelacademy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,CANANDAIGUA CITY SD,800000040578,430300999233,309629.756126156,4757516.74758864
2343,MOODIES CHILDRENS HOURS SCHOOL,90 LEWIS ST, ,GENEVA,NY,14456,ONTARIO,LAUREN GLICK,DIRECTOR,3157893565,laurenglick123@gmail.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,GENEVA CITY SD,800000040568,430700998673,337928.002533566,4748431.99197434
2344,STORM KING SCHOOL,314 MOUNTAIN RD, ,CORNWALL ON HUDSON,NY,12520,ORANGE,JONATHAN LAMB,HEADMASTER,8454587511,jlamb@sks.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,CORNWALL CSD,800000040461,440301997129,582521.335078173,4586203.64186089
2345,BRITISH INTERNATIONAL SCHOOL OF NEW YORK,20 WATERSIDE PLAZA, ,NEW YORK,NY,10010,NEW YORK,JOHN MORROW,PRINCIPAL,2124812700,j.morrow@bis-ny.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000059879,310200995529,586727.150380957,4510048.20673528
2346,ECOLE INTERNATIONALE DE NEW YORK,111 E 22ND ST, ,NEW YORK,NY,10010,NEW YORK,JEAN-YVES VESSEAU,PRINCIPAL,6465865155,jeanyves.vesseau@theecole.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000069474,310200996051,585607.79870351,4510312.4001312
2347,AVENUES NEW YORK LLC,259 10TH AVE, ,NEW YORK,NY,10001,NEW YORK,JUDY FOX,PRINCIPAL,2129355000,judy.fox@avenues.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000074273,310200996095,584151.30052082,4511411.85377883
2348,OLIVET ACADEMY,6 BARCLAY ST - 2ND FL, ,NEW YORK,NY,10007,NEW YORK,JESSICA YU,PRINCIPAL,6469770047,jessicay@olivetacademy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000086804,310200996220,583713.442864652,4507287.64059833
2349,ATLAS SCHOOL - ATLAS LEARNING FOUNDATION,252 W 29TH ST - FL 3, ,NEW YORK,NY,10001,NEW YORK,AMANDA FRIEDMAN,DIRECTOR,2122560846,amanda@atlasforautism.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000087543,310200996228,584817.16751868,4511353.34369114
2350,FOX HILL SCHOOL,151 BOWNE DR, ,WALDEN,NY,12586,ORANGE,BEN SHIRKY,PRINCIPAL,8455723471,benshirky@ccimail.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,VALLEY CSD (MONTGOMERY),800000061368,441301805702,567669.300821095,4599528.66082961
2351,FEI TIAN ACADEMY OF THE ARTS,140 GALLEY HILL RD, ,CUDDEBACKVILLE,NY,12729,ORANGE,HUAPING GUO,DIRECTOR,8457544226,contact@feitianacademy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,PORT JERVIS CITY SD,800000060088,441800995574,534312.392832836,4589121.45323349
2352,TUXEDO PARK SCHOOL,150 CAMP COMFORT RD, ,TUXEDO PARK,NY,10987,ORANGE,STUART JOHNSON,HEAD OF SCHOOL,8453514737,sjohnson@tuxedoparkschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,TUXEDO UFSD,800000040157,441903997088,565741.952932795,4562237.56294562
2353,SPRINGBROOK NEW YORK INC,105 CAMPUS DR, ,ONEONTA,NY,13820,OTSEGO,PATRICIA KENNEDY,DIRECTOR,6072867171,kennedyp@springbrookny.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MILFORD CSD,800000039862,471101997806,501604.918817812,4708667.36738355
2354,PINE STREET SCHOOL,25 PINE ST, ,NEW YORK,NY,10005,NEW YORK,EILEEN FREELY-BAKER,ADMINISTRATOR,9174548063,ebaker@greenivy.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000084423,310200996184,577136.13600798,4498805.45988704
2355,GREEN CHIMNEYS SCHOOL FOR LITTLE FOLKS,400 DOANSBURG RD, ,BREWSTER,NY,10509,PUTNAM,TARA COX,PRINCIPAL,8452792995,tcox@greenchimneys.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BREWSTER CSD,800000039662,480601996550,620875.364555057,4590260.26794011
2356,WOODLAND HILL MONTESSORI SCHOOL,100 MONTESSORI PL, ,RENSSELAER,NY,12144,RENSSELAER,MICHELLE EDWARDS,ADMINISTRATOR,5182835400,medwards@woodlandhill.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,EAST GREENBUSH CSD,800000039527,490301999028,607182.899035694,4722327.23685407
2357,EMMA WILLARD SCHOOL,285 PAWLING AVE, ,TROY,NY,12180,RENSSELAER,JENNY RAO,HEAD OF SCHOOL,5188331301,jrao@emmawillard.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,TROY CITY SD,800000039360,491700997083,609326.545248137,4729778.03701975
2358,BLUE ROCK SCHOOL,110 DEMAREST MILL RD, ,WEST NYACK,NY,10994,ROCKLAND,CATHERINE LAIGNEL,PRINCIPAL,8456270234,claignel@bluerockschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,CLARKSTOWN CSD,800000039307,500101999089,585160.988033925,4550729.45369971
2359,PRE-SCHOOL PLAYHOUSE,557 WESTERN HWY, ,BLAUVELT,NY,10913,ROCKLAND,ADAM FIALA,DIRECTOR,8453594562,info@preschoolfunland.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SOUTH ORANGETOWN CSD,800000039226,500301999199,587653.31076889,4546118.02378907
2360,GREEN MEADOW WALDORF SCHOOL,307 HUNGRY HOLLOW RD, ,CHESTNUT RIDGE,NY,10977,ROCKLAND,LAURA RADEFELD,ADMINISTRATOR,8453562514,lradefeld@gmws.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,EAST RAMAPO CSD (SPRING VALLEY),800000038941,500402996676,578804.210507736,4548295.17205172
2361,OAK HILL SCHOOL,39 CHARLTON RD, ,SCOTIA,NY,12302,SCHENECTADY,DAVID MITCHELL,EXECUTIVE DIRECTOR,5183995048,dmitchell@oakhill.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BURNT HILLS-BALLSTON LAKE CSD,800000038700,520101997785,587426.338428752,4749127.81401709
2362,BUCKLEY SCHOOL,113 E 73RD ST, ,NEW YORK,NY,10021,NEW YORK,GREGORY OMELIA,HEADMASTER,2125358787,gomelia@buckleyschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047560,310200996743,587563.265633949,4513911.23752437
2363,CITY AND COUNTRY SCHOOL,146 W 13TH ST, ,NEW YORK,NY,10011,NEW YORK,SCOTT MORAN,PRINCIPAL,2122427802,scottm@cityandcountry.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047563,310200996755,584489.114027063,4510087.42779406
2364,FRENCH-JAPANESE EDUCATIONAL INSTITUTE OF NY-DBA LYCEUM KENNEDY,225 E 43RD ST, ,NEW YORK,NY,10017,NEW YORK,PIERRE PERROT,ADMINISTRATOR,2126819021,pperrot@lyceumkennedy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047543,310200996794,586740.688401246,4511616.14708498
2365,NIGHTINGALE BAMFORD SCHOOL,20 E 92ND ST, ,NEW YORK,NY,10128,NEW YORK,PAUL BURKE,PRINCIPAL,2122895020,pburke@nightingale.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047546,310200996806,588032.979337856,4515392.53974424
2366,SAINT DAVIDS SCHOOL,12 E 89TH ST, ,NEW YORK,NY,10128,NEW YORK,P DAVID OHALLORAN,PRINCIPAL,2123690058,dohalloran@saintdavids.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047533,310200996823,587901.976141537,4515193.39044579
2367,SPENCE SCHOOL,22 E 91ST ST, ,NEW YORK,NY,10128,NEW YORK,ELLANOR BRIZENDINE,PRINCIPAL,2122895940,bbrizendine@spenceschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047521,310200996830,587984.51626523,4515329.94765044
2368,SARATOGA INDEPENDENT SCHOOL,459 LAKE AVE, ,SARATOGA SPRINGS,NY,12866,SARATOGA,LISA BROWN,DIRECTOR,5185830841,lbrown@siskids.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,SARATOGA SPRINGS CITY SD,800000038510,521800999327,604847.162535388,4771143.43700943
2369,MALTA MONTESSORI SCHOOL,100 SARATOGA VILLAGE BLVD-STE 34A, ,MALTA,NY,12020,SARATOGA,KERRY HENLEY,HEADMASTER,5186331971,kerry@maltamontessori.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BALLSTON SPA CSD,800000059920,521301995550,598001.119275991,4758161.46555481
2370,BROWN SCHOOL,150 CORLAER AVE, ,SCHENECTADY,NY,12304,SCHENECTADY,PATRICIA VITALE,HEAD OF SCHOOL,5183700366,pvitale@brownschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),MEDIUM CITIES, ,SCHENECTADY CITY SD,800000038291,530600999304,589871.762093434,4737378.72641005
2371,HILLSIDE CHILDRENS CENTER-SNELL FARM CAMPUS SCHOOL,7320 SNELL HILL RD, ,BATH,NY,14810,STEUBEN,SCOTT DILLON,PRINCIPAL,3152717279,sdillon@hillside.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,BATH CSD,800000058295,570302995084,299516.927971194,4692163.51065107
2372,KINGS WAY,36 BEARTOWN RD, ,PAINTED POST,NY,14870,STEUBEN,JENNIFER BURDICK,DIRECTOR,6074382908,kwawarriors@gmail.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,CORNING CITY SD,800000084843,571000996187,325340.256669722,4668440.50210006
2373,ALTERNATIVE SCHOOL FOR MATH AND SCIENCE,291 E 1ST ST , ,CORNING,NY,14830,STEUBEN,JESSICA ORTIZ,HEAD OF SCHOOL,6079620011,ortizjo@tasms.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,CORNING CITY SD,800000057550,571000999992,331152.097379277,4667300.37039147
2374,LITTLE RED SCHOOL HOUSE-ELISABETH IRWIN HIGH SCHOOL,272 6TH AVE, ,NEW YORK,NY,10014,NEW YORK,PHILIP KASSEN,DIRECTOR,2124775316,pkassen@lrei.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000034123,310200997115,584271.283700625,4509182.30143765
2375,MANHATTAN COUNTRY SCHOOL,7 E 96TH ST, ,NEW YORK,NY,10128,NEW YORK,COREY BLAY,DIRECTOR,2123480952,cblay@manhattancountryschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047526,310200997330,588169.67654271,4515720.13223516
2376,CORLEARS SCHOOL,324 W 15TH ST, ,NEW YORK,NY,10011,NEW YORK,DAVID EGOLF,ADMINISTRATOR,2127412800,davide@corlearsschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047518,310200997740,584164.837541106,4510462.42935603
2377,VILLAGE COMMUNITY SCHOOL,272 W 10TH ST, ,NEW YORK,NY,10014,NEW YORK,JENNIFER MITCHELL,HEAD OF SCHOOL,2126915146,jmitchell@vcs-nyc.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047506,310200997908,583767.920946292,4509637.02011908
2378,LA SCUOLA DITALIA-G MARCONI,12 E 96TH ST, ,NEW YORK,NY,10128,NEW YORK,MICHAEL PRATER,HEAD OF SCHOOL,2123693290,mprater@lascuoladitalia.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047498,310200998266,588172.803547395,4515680.87817634
2379,ST ANNS ACADEMY,41 GENESEE ST, ,HORNELL,NY,14843,STEUBEN,DOLORES ANN STEIN,PRINCIPAL,6072811010,admin@saacademy.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,HORNELL CITY SD,800000081039,571800996146,280925.861110847,4689632.80585859
2380,ASCENT,819 GRAND BLVD-STE 2, ,DEER PARK,NY,11729,SUFFOLK,NANCY SHAMOW,DIRECTOR,6312546100,nshamow@aol.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,DEER PARK UNION FREE SCHOOL,800000056122,580107999915,642771.004367598,4513714.63922975
2381,SUNSHINE ALTERNATIVE EDUCATION CENTER,468 BOYLE RD, ,PORT JEFFERSON STATION,NY,11776,SUFFOLK,CAROL CARTER,DIRECTOR,6314763099,shine1@optonline.net,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,BROOKHAVEN-COMSEWOGUE UFSD,800000075275,580203996106,663906.568041098,4528989.53712053
2382,ROSS SCHOOL,18 GOODFRIEND DR, ,EAST HAMPTON,NY,11937,SUFFOLK,ANDI OHEARN,HEAD OF ADVANCEMENT AND OPERATIONS,6319075246,andi@ross.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,WAINSCOTT COMN SD,800000037436,580302999478,732102.516238721,4539018.41014968
2383,SAINT PIUS V SCHOOL,18 OLD E NECK RD, ,MELVILLE,NY,11747,SUFFOLK,MARY AGNES,PRINCIPAL,6313510116,stpiusvschool@gmail.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HALF HOLLOW HILLS CSD,800000037303,580405998671,634819.903452175,4517224.39448943
2384,LOVE OF LEARNING MONTESSORI SCHOOL,105 PROSPECT RD, ,CENTERPORT,NY,11721,SUFFOLK,CAMILLA THOMPSON,DIRECTOR,6316295599,directors@lolmontessori.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HARBORFIELDS CSD,800000037280,580406999719,637024.965756655,4528709.34570064
2385,DE LA SALLE ACADEMY,332 W 43RD ST, ,NEW YORK,NY,10036,NEW YORK,ANGEL GONZALEZ,PRESIDENT,2123165840,agonzalez@dlsanyc.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047264,310200998981,585177.965059367,4512434.95531203
2386,BIRCH WATHEN LENOX SCHOOL,210 E 77TH ST, ,NEW YORK,NY,10075,NEW YORK,FRANK CARNABUCI,HEADMASTER,2128610404,fcarnabuci@bwl.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047493,310200999300,587968.148240701,4514034.75970948
2387,NYSARC INC-NEW YORK CITY CHAPTER,83 MAIDEN LN-7TH FL, ,NEW YORK,NY,10038,NEW YORK,CHRISTINA MUCCIOLI,DIRECTOR,2127802532,christina.muccioli@ahrcnyc.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047488,310200999592,583840.833055557,4506754.66079962
2388,SCHOOL FOR YOUNG PERFORMERS,222 BROADWAY-21ST FL, ,NEW YORK,NY,10038,NEW YORK,IRIS EVEN,DIRECTOR,2126633921,iris@schoolforyoungperformers.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000047261,310200999614,583728.107886628,4507150.21139238
2389,AARON SCHOOL (K-7),309 E 45TH ST, ,NEW YORK,NY,10017,NEW YORK,ROBERTA PALUMBO,DIRECTOR,2128679594,rpalumbo@aaronschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000057267,310200999964,586945.680708444,4511686.31019012
2390,IDEAL SCHOOL AND ACADEMY,314 W 91ST ST, ,NEW YORK,NY,10024,NEW YORK,JANET WOLFE,HEAD OF SCHOOL,2127691699,jwolfe@theidealschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000059559,310300995504,586350.222816098,4516211.33997128
2391,FUSION ACADEMY LINCOLN CENTER,157 COLUMBUS AVE-3RD FL, ,NEW YORK,NY,10023,NEW YORK,FRED CARLETON,HEAD OF SCHOOL,2123621014,fcarleton@fusionacademy.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000085683,310300996196,586008.163303492,4514207.41896823
2392,NASSAU/SUFFOLK SERVICES FOR THE AUTISTIC,80 HAUPPAUGE RD, ,COMMACK,NY,11725,SUFFOLK,NICOLE WEIDENBAUM,ADMINISTRATOR,6314620386,nweidenbaum@nssa.net,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,COMMACK UFSD,800000049679,580410999391,642915.585584266,4521045.29121538
2393,DAYTOP PREPARATORY SCHOOL,2075 NEW YORK AVE, ,HUNTINGTON STATION,NY,11746,SUFFOLK,CAROLANN SLATTERY,SUPERINTENDENT,8458251199,carolann.slattery@samaritanvillage.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SOUTH HUNTINGTON UFSD,800000047494,580413999321,633972.160181757,4521276.21456144
2394,IVY LEAGUE SCHOOL,211 BROOKSITE DR, ,SMITHTOWN,NY,11787,SUFFOLK,ISMAEL COLON,PRINCIPAL,6312654177,icolon@ivyleaguekids.com,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HAUPPAUGE UFSD,800000037119,580506998127,651492.172437035,4521417.27277283
2395,BANK STREET COLELGE OF EDUCATION,610 W 112TH ST, ,NEW YORK,NY,10025,NEW YORK,DOUG KNECHT,PRINCIPAL,2128754422,dknecht@bankstreet.edu,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000047296,310300996728,587167.831041356,4517700.60820308
2396,COLUMBIA GRAMMAR & PREPARATORY SCHOOL,5 W 93RD ST, ,NEW YORK,NY,10025,NEW YORK,WILLIAM DONOHUE,HEAD OF SCHOOL,2127496200,bdonohue@cgps.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000047280,310300996757,587164.416036238,4515975.8666184
2397,ROBERT LOUIS STEVENSON SCHOOL,24 W 74TH ST, ,NEW YORK,NY,10023,NEW YORK,CHRISTOPHER ONGARO,HEAD OF SCHOOL,2127876400,congaro@stevenson-school.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000047274,310300997126,586384.637867672,4514611.89857438
2398,YORK PREPARATORY SCHOOL,40 W 68TH ST, ,NEW YORK,NY,10023,NEW YORK,RONALD STEWART,HEADMASTER,2123620400,rstewart@yorkprep.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000047275,310300997576,586129.183484851,4514192.44994579
2399,GATEWAY SCHOOL OF NEW YORK,211 W 61ST ST-6TH FL, ,NEW YORK,NY,10023,NEW YORK,LAURIE GRUHN,HEAD OF SCHOOL,2127775966,lgruhn@gatewayschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000047520,310300997763,585441.632454496,4513955.66759096
2400,HARBOR COUNTRY DAY SCHOOL,17 THREE SISTERS RD, ,ST JAMES,NY,11780,SUFFOLK,JOHN CISSEL,HEADMASTER,6315845555,jcissel@hcdsny.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SMITHTOWN CSD,800000036866,580801997107,655289.451127592,4528428.42927966
2401,DEVELOPMENTAL DISABILITIES INSTITUTE,99 HOLLYWOOD DR, ,SMITHTOWN,NY,11787,SUFFOLK,JOHN LESSARD,DIRECTOR,6313662900,john.lessard@ddiny.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SMITHTOWN CSD,800000036867,580801997261,648668.265205162,4523672.83815299
2402,KNOX SCHOOL,541 LONG BEACH RD, ,ST JAMES,NY,11780,SUFFOLK,VIRGINIA RICCARDI,PRINCIPAL,6316861600,vriccardi@knoxschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,SMITHTOWN CSD,800000055984,580801999902,652647.667168645,4531017.37315942
2403,HAYGROUND SCHOOL,151 MITCHELL LN, ,BRIDGEHAMPTON,NY,11932,SUFFOLK,MARCELLE LANGENDAL,ADMINISTRATOR,6315377068,mlangendal@hayground.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,BRIDGEHAMPTON UFSD,800000036806,580909999588,726057.160179223,4535720.71620779
2404,SOUTHAMPTON MONTESSORI SCHOOL,135 ST ANDREWS RD, ,SOUTHAMPTON,NY,11968,SUFFOLK,NICOLE TINKER,DIRECTOR,6312832223,shmontessori135@optimum.net,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,TUCKAHOE COMN SD,800000036779,580913998965,716279.356526325,4529946.66455487
2405,PARKSIDE SCHOOL,48 W 74TH ST, ,NEW YORK,NY,10023,NEW YORK,ALBINA MILLER,DIRECTOR,2127218888,amiller@parksideschool.org,NON-PUBLIC SCHOOLS,INDEPENDENT,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000047269,310300999133,586301.061742426,4514656.90464182
